,song_names,sentences
Natural High,Natural High,nowhere to run for my eternal bride
Natural High,Natural High,and when the darkness comes around
Natural High,Natural High,i come alive cause for your sweet blood i am bound
Natural High,Natural High,i taste your blood so bittersweet
Natural High,Natural High,come ease my pain get on your knees
Natural High,Natural High,you know true love is meant to be
Natural High,Natural High,forever is now what it seems this is your final scream
Natural High,Natural High,surrender your soul surrender your pride
Natural High,Natural High,please enter my dream find your natural high
Natural High,Natural High,you got nothing to fear cause your rebirth is near
Natural High,Natural High,so you are born again on a far higher plane
Natural High,Natural High,in my dark neverland youre part of the game
Natural High,Natural High,forever we are forever well be were forever free
Natural High,Natural High,solo stefan oscar
Natural High,Natural High,surrender your soul surrender your pride
Natural High,Natural High,please enter my dream find your natural high
Natural High,Natural High,you got nothing to fear cause your rebirth is near
"Dark Wings, Dark Words","Dark Wings, Dark Words",its been a long cold winter
"Dark Wings, Dark Words","Dark Wings, Dark Words",widespread snowfall raging storms
"Dark Wings, Dark Words","Dark Wings, Dark Words",cutting winds delusions of our heart and soul
"Dark Wings, Dark Words","Dark Wings, Dark Words",he came down from the mountains
"Dark Wings, Dark Words","Dark Wings, Dark Words",into our frozen world
"Dark Wings, Dark Words","Dark Wings, Dark Words",spoke of revolution
"Dark Wings, Dark Words","Dark Wings, Dark Words",fed us with his words
"Dark Wings, Dark Words","Dark Wings, Dark Words",a sacred man from the other side
"Dark Wings, Dark Words","Dark Wings, Dark Words",he gave us something to believe in
"Dark Wings, Dark Words","Dark Wings, Dark Words",how could we be so blind
"Dark Wings, Dark Words","Dark Wings, Dark Words",his right hand gave us freedom
"Dark Wings, Dark Words","Dark Wings, Dark Words",while the other stole our pride
"Dark Wings, Dark Words","Dark Wings, Dark Words",we thought he had the answers
"Dark Wings, Dark Words","Dark Wings, Dark Words",standing by his side
"Dark Wings, Dark Words","Dark Wings, Dark Words",tales of a world not so far away
"Dark Wings, Dark Words","Dark Wings, Dark Words",we got entangled in his vows
"Dark Wings, Dark Words","Dark Wings, Dark Words",how could we be so blind
"Dark Wings, Dark Words","Dark Wings, Dark Words",oh oh
"Dark Wings, Dark Words","Dark Wings, Dark Words",heed the seven signs
"Dark Wings, Dark Words","Dark Wings, Dark Words",when sun and moon unite
"Dark Wings, Dark Words","Dark Wings, Dark Words",oh oh
"Dark Wings, Dark Words","Dark Wings, Dark Words",fear the dark winged messenger
"Dark Wings, Dark Words","Dark Wings, Dark Words",dread his darkened words
"Dark Wings, Dark Words","Dark Wings, Dark Words",solo stefan
"Dark Wings, Dark Words","Dark Wings, Dark Words",a graven image shattered
"Dark Wings, Dark Words","Dark Wings, Dark Words",a meltdown of our wonderland
"Dark Wings, Dark Words","Dark Wings, Dark Words",as the sun rise slowly
"Dark Wings, Dark Words","Dark Wings, Dark Words",we try to understand
"Dark Wings, Dark Words","Dark Wings, Dark Words",our sacred hearts lost prosperity
"Dark Wings, Dark Words","Dark Wings, Dark Words",but we found a way back home
"Dark Wings, Dark Words","Dark Wings, Dark Words",from dusk came clarity
"Dark Wings, Dark Words","Dark Wings, Dark Words",oh oh
"Dark Wings, Dark Words","Dark Wings, Dark Words",heed the seven signs
"Dark Wings, Dark Words","Dark Wings, Dark Words",when sun and moon unite
"Dark Wings, Dark Words","Dark Wings, Dark Words",oh oh
"Dark Wings, Dark Words","Dark Wings, Dark Words",fear the dark winged messenger
"Dark Wings, Dark Words","Dark Wings, Dark Words",dread his darkened words
Howlin' with the 'Pac,Howlin' with the 'Pac,there is a crying in the nightfall
Howlin' with the 'Pac,Howlin' with the 'Pac,there is a howling in the wind
Howlin' with the 'Pac,Howlin' with the 'Pac,and when the urge is getting stronger
Howlin' with the 'Pac,Howlin' with the 'Pac,we hit the streets the city calls
Howlin' with the 'Pac,Howlin' with the 'Pac,the night is free for all
Howlin' with the 'Pac,Howlin' with the 'Pac,we rule the dark and we do as we please
Howlin' with the 'Pac,Howlin' with the 'Pac,and nothing can stop us no time to catch some z´s
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,fighting for the right to be
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,templars of the first degree
Howlin' with the 'Pac,Howlin' with the 'Pac,we never minded any warnings
Howlin' with the 'Pac,Howlin' with the 'Pac,or asked directions from the stars
Howlin' with the 'Pac,Howlin' with the 'Pac,and when the moon start its ascending
Howlin' with the 'Pac,Howlin' with the 'Pac,we feel the rush the inner glow
Howlin' with the 'Pac,Howlin' with the 'Pac,the crimson river flow
Howlin' with the 'Pac,Howlin' with the 'Pac,we have the might and the power to succeed
Howlin' with the 'Pac,Howlin' with the 'Pac,and nothing can stop us cause were the restless breed
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,fighting for the right to be
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,templars of the first degree
Howlin' with the 'Pac,Howlin' with the 'Pac,and when our legions falling down
Howlin' with the 'Pac,Howlin' with the 'Pac,we will crawl back from hell reclaim the crown
Howlin' with the 'Pac,Howlin' with the 'Pac,the sign is shining for us
Howlin' with the 'Pac,Howlin' with the 'Pac,its glow will lead us on our way
Howlin' with the 'Pac,Howlin' with the 'Pac,when we are lead astray
Howlin' with the 'Pac,Howlin' with the 'Pac,solo stefan oscar
Howlin' with the 'Pac,Howlin' with the 'Pac,we rule the dark and we do as we please
Howlin' with the 'Pac,Howlin' with the 'Pac,theres no way to stop us no time to catch some z´s
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,fighting for the right to be
Howlin' with the 'Pac,Howlin' with the 'Pac,howlin with the pac
Howlin' with the 'Pac,Howlin' with the 'Pac,templars of the first degree
Shadow Empire,Shadow Empire,as i open up my eyes
Shadow Empire,Shadow Empire,i see a face i dont recognize
Shadow Empire,Shadow Empire,if the mirror tells the truth
Shadow Empire,Shadow Empire,then who the hell am i
Shadow Empire,Shadow Empire,i scan the surface high and low
Shadow Empire,Shadow Empire,i hear voices from above
Shadow Empire,Shadow Empire,everything i can detect
Shadow Empire,Shadow Empire,not a thing i will neglect
Shadow Empire,Shadow Empire,countdown im coming through
Shadow Empire,Shadow Empire,im the vengeance
Shadow Empire,Shadow Empire,im the danger
Shadow Empire,Shadow Empire,im one the shining sun
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,the rise of the machine
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,they rise up from their graves to steal our dreams
Shadow Empire,Shadow Empire,i see the world in infrared
Shadow Empire,Shadow Empire,i hear the voices of the dead
Shadow Empire,Shadow Empire,im half man and half machine
Shadow Empire,Shadow Empire,the essence of your dream
Shadow Empire,Shadow Empire,soon the judgment bell will toll
Shadow Empire,Shadow Empire,ill take back everything they stole
Shadow Empire,Shadow Empire,im the judge the hammer falls
Shadow Empire,Shadow Empire,liberty and metal for all
Shadow Empire,Shadow Empire,countdown your time has come
Shadow Empire,Shadow Empire,im the vengeance
Shadow Empire,Shadow Empire,your in danger
Shadow Empire,Shadow Empire,your the one let justice be done
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,the rise of the machine
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,they rise up from the graves to steal our vivid dreams
Shadow Empire,Shadow Empire,in my heart theres always winter
Shadow Empire,Shadow Empire,can not rest until i found the master key
Shadow Empire,Shadow Empire,the master key of trust
Shadow Empire,Shadow Empire,in my mind the arctic wind blows
Shadow Empire,Shadow Empire,can not sleep i can not rest before the dawn
Shadow Empire,Shadow Empire,brings back the light the light of day
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,the rise of the machine
Shadow Empire,Shadow Empire,shadow empire shadow empire
Shadow Empire,Shadow Empire,they rise up from the graves to steal our vivid dreams
Carved in Stone,Carved in Stone,there is silence in the dark
Carved in Stone,Carved in Stone,theres a fire ready to start
Carved in Stone,Carved in Stone,torn pages inked by fury
Carved in Stone,Carved in Stone,the inception of the damned
Carved in Stone,Carved in Stone,they are calling out my name
Carved in Stone,Carved in Stone,come please join us and carry the flame
Carved in Stone,Carved in Stone,our precious time is standing still
Carved in Stone,Carved in Stone,when the future meets the past
Carved in Stone,Carved in Stone,no freedom no glory
Carved in Stone,Carved in Stone,theres no future no past
Carved in Stone,Carved in Stone,this will be our
Carved in Stone,Carved in Stone,one last wish one last dream
Carved in Stone,Carved in Stone,will you follow the masses or follow your own
Carved in Stone,Carved in Stone,one last chance one last scream
Carved in Stone,Carved in Stone,before your future will be carved in stone
Carved in Stone,Carved in Stone,i remember what they said
Carved in Stone,Carved in Stone,i still hear them inside my head
Carved in Stone,Carved in Stone,the legions of damnation
Carved in Stone,Carved in Stone,they keep calling out my name
Carved in Stone,Carved in Stone,the wind blows forever
Carved in Stone,Carved in Stone,but the time is standing still
Carved in Stone,Carved in Stone,this will be our
Carved in Stone,Carved in Stone,one last wish one last dream
Carved in Stone,Carved in Stone,will you follow the masses or follow your own
Carved in Stone,Carved in Stone,one last chance one last scream
Carved in Stone,Carved in Stone,before your future will be carved in stone
Carved in Stone,Carved in Stone,knock a knock on my door
Carved in Stone,Carved in Stone,please revoke what youre asking for
Carved in Stone,Carved in Stone,solo oscar
Carved in Stone,Carved in Stone,one last wish one last dream
Carved in Stone,Carved in Stone,will you follow the masses or follow your own
Carved in Stone,Carved in Stone,one last chance one last scream
Carved in Stone,Carved in Stone,before your future will be carved in stone
Genocide,Genocide,once there was a time when we were standing
Genocide,Genocide,back to back against the whole conception
Genocide,Genocide,once we had it all the world was our pleasure dome
Genocide,Genocide,times were changing fast our dreams were fading
Genocide,Genocide,black the darkness fell on our creation
Genocide,Genocide,time was running out we were falling one by one
Genocide,Genocide,we live by honor
Genocide,Genocide,we fight for freedom
Genocide,Genocide,we die but you cant slay our pride
Genocide,Genocide,behind these walls we deem take hold of the dream
Genocide,Genocide,to live our lives as we please   metal genocide
Genocide,Genocide,no fear we know the end is near
Genocide,Genocide,one day we will retaliate   genocide
Genocide,Genocide,fall mighty babylon your might is declining
Genocide,Genocide,fast your on your knees repent your sinning
Genocide,Genocide,fall beyond the realms of hell we are born again
Genocide,Genocide,we live by honor
Genocide,Genocide,we fight for freedom
Genocide,Genocide,we die but you cant slay our pride
Genocide,Genocide,behind these walls we deem  take hold of the dream
Genocide,Genocide,to live our lives as we please   metal genocide
Genocide,Genocide,no fear we know the end is near
Genocide,Genocide,one day we will retaliate   genocide
Genocide,Genocide,solo stefan
Genocide,Genocide,behind these walls we deem  take hold of the dream
Genocide,Genocide,to live our lives as we please   metal genocide
Genocide,Genocide,no fear we know the end is near
Genocide,Genocide,one day we will retaliate   genocide
Titan,Titan,the gate is closed the sky is burning
